collection_id,title,description,creator,date_range,fast_id_1,fast_id_2,fast_id_3,fast_id_4,fast_id_5,fast_id_6,fast_id_7,fast_id_8,fast_id_9,fast_id_10,fast_id_11,fast_id_12
MC-364,"Hall, Ada. Photograph Album","This photograph album compiled by Ada Hall, a Chinese American woman living in Vallejo, California, includes many photographs of outings to the 1940 Golden Gate International Exposition at Treasure Island, as well as images of Hall spending time in Vallejo with friends and family. There are also photos of trips to Lake Tahoe, Carson City, Oakland, San Luis Obispo, a lake near Spokane, Washington, and Suisin, China (likely to visit Hall's grandmother). The album additionally contains a series of images of trips to the Chinese Christian Youth Conference at Lake Tahoe in 1938 and 1940, as well as nine interior shots of a National Dollar Store, a prominent Chinese-American owned retailer on the West Coast. Finally, the album contains a large format shot of a ""rice bowl party"" benefit organized by Hall, as well as a newspaper clipping about the event.

The collection's finding aid is available at the Online Archive of California (https://oac.cdlib.org/findaid/ark:/13030/c8fj2qt8/).",Ada Hall,1938-1941,http://id.worldcat.org/fast/1204928,http://id.worldcat.org/fast/1343000,http://id.worldcat.org/fast/1351024,http://id.worldcat.org/fast/1206073,,http://id.worldcat.org/fast/1206731,,http://id.worldcat.org/fast/1206605,,http://id.worldcat.org/fast/1202846,http://id.worldcat.org/fast/1204369,http://id.worldcat.org/fast/857234
